frame,video_seconds,anonymous_worker_session_id,local_track_id,confidence,role_evidence,stitch_status,crop_path
25,1.000,WS-20260725-C0-C48112-001,1,0.7901,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-001/frame_00000025_0001.jpg
975,39.000,WS-20260725-C0-C48112-020,20,0.7034,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00000975_0017.jpg
975,39.000,WS-20260725-C0-C48112-023,23,0.4645,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00000975_0010.jpg
975,39.000,WS-20260725-C0-C48112-027,27,0.3317,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00000975_0002.jpg
1000,40.000,WS-20260725-C0-C48112-007,7,0.3132,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001000_0026.jpg
1000,40.000,WS-20260725-C0-C48112-015,15,0.4082,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00001000_0008.jpg
1000,40.000,WS-20260725-C0-C48112-020,20,0.8211,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001000_0018.jpg
1000,40.000,WS-20260725-C0-C48112-023,23,0.6222,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00001000_0011.jpg
1000,40.000,WS-20260725-C0-C48112-027,27,0.3104,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001000_0003.jpg
1025,41.000,WS-20260725-C0-C48112-007,7,0.4932,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001025_0027.jpg
1025,41.000,WS-20260725-C0-C48112-020,20,0.5314,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001025_0019.jpg
1025,41.000,WS-20260725-C0-C48112-023,23,0.6651,zones=[]; phone_state=ON_PHONE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-023/frame_00001025_0012.jpg
1025,41.000,WS-20260725-C0-C48112-027,27,0.4239,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001025_0004.jpg
1050,42.000,WS-20260725-C0-C48112-007,7,0.4147,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001050_0028.jpg
1050,42.000,WS-20260725-C0-C48112-020,20,0.6669,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001050_0020.jpg
1050,42.000,WS-20260725-C0-C48112-027,27,0.6690,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001050_0005.jpg
1050,42.000,WS-20260725-C0-C48112-034,34,0.5983,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-034/frame_00001050_0001.jpg
1075,43.000,WS-20260725-C0-C48112-007,7,0.3798,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001075_0029.jpg
1075,43.000,WS-20260725-C0-C48112-020,20,0.6831,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001075_0021.jpg
1075,43.000,WS-20260725-C0-C48112-027,27,0.7082,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001075_0006.jpg
1075,43.000,WS-20260725-C0-C48112-034,34,0.6167,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-034/frame_00001075_0002.jpg
1100,44.000,WS-20260725-C0-C48112-007,7,0.3397,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001100_0030.jpg
1100,44.000,WS-20260725-C0-C48112-020,20,0.7672,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001100_0022.jpg
1100,44.000,WS-20260725-C0-C48112-027,27,0.6519,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001100_0007.jpg
1100,44.000,WS-20260725-C0-C48112-034,34,0.5855,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-034/frame_00001100_0003.jpg
1125,45.000,WS-20260725-C0-C48112-007,7,0.3610,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001125_0031.jpg
1125,45.000,WS-20260725-C0-C48112-020,20,0.7775,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001125_0023.jpg
1125,45.000,WS-20260725-C0-C48112-034,34,0.5936,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-034/frame_00001125_0004.jpg
1150,46.000,WS-20260725-C0-C48112-007,7,0.4358,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001150_0032.jpg
1150,46.000,WS-20260725-C0-C48112-015,15,0.3361,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00001150_0009.jpg
1150,46.000,WS-20260725-C0-C48112-020,20,0.7938,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001150_0024.jpg
1150,46.000,WS-20260725-C0-C48112-027,27,0.3209,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001150_0008.jpg
1150,46.000,WS-20260725-C0-C48112-034,34,0.7331,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-034/frame_00001150_0005.jpg
1175,47.000,WS-20260725-C0-C48112-007,7,0.5233,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001175_0033.jpg
1175,47.000,WS-20260725-C0-C48112-020,20,0.7807,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001175_0025.jpg
1175,47.000,WS-20260725-C0-C48112-027,27,0.2868,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001175_0009.jpg
1175,47.000,WS-20260725-C0-C48112-034,34,0.3617,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-034/frame_00001175_0006.jpg
1200,48.000,WS-20260725-C0-C48112-007,7,0.4094,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001200_0034.jpg
1200,48.000,WS-20260725-C0-C48112-020,20,0.7893,zones=[]; phone_state=POSSIBLE_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001200_0026.jpg
1200,48.000,WS-20260725-C0-C48112-027,27,0.6253,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-027/frame_00001200_0010.jpg
1225,49.000,WS-20260725-C0-C48112-007,7,0.4557,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001225_0035.jpg
1225,49.000,WS-20260725-C0-C48112-015,15,0.2291,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00001225_0010.jpg
1225,49.000,WS-20260725-C0-C48112-020,20,0.7881,zones=[]; phone_state=POSSIBLE_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001225_0027.jpg
1250,50.000,WS-20260725-C0-C48112-007,7,0.4149,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001250_0036.jpg
1250,50.000,WS-20260725-C0-C48112-020,20,0.7433,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001250_0028.jpg
1275,51.000,WS-20260725-C0-C48112-007,7,0.5460,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001275_0037.jpg
1275,51.000,WS-20260725-C0-C48112-020,20,0.7826,zones=[]; phone_state=ON_PHONE; work_motion=work-like hand movement is still confirming; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001275_0029.jpg
1300,52.000,WS-20260725-C0-C48112-007,7,0.6219,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001300_0038.jpg
1300,52.000,WS-20260725-C0-C48112-015,15,0.3417,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00001300_0011.jpg
1300,52.000,WS-20260725-C0-C48112-020,20,0.7797,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001300_0030.jpg
1325,53.000,WS-20260725-C0-C48112-007,7,0.6512,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001325_0039.jpg
1325,53.000,WS-20260725-C0-C48112-020,20,0.7734,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001325_0031.jpg
1350,54.000,WS-20260725-C0-C48112-007,7,0.3842,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-007/frame_00001350_0040.jpg
1350,54.000,WS-20260725-C0-C48112-020,20,0.7616,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001350_0032.jpg
1375,55.000,WS-20260725-C0-C48112-015,15,0.3205,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00001375_0012.jpg
1375,55.000,WS-20260725-C0-C48112-020,20,0.7562,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001375_0033.jpg
1400,56.000,WS-20260725-C0-C48112-020,20,0.7615,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001400_0034.jpg
1425,57.000,WS-20260725-C0-C48112-020,20,0.7566,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001425_0035.jpg
1450,58.000,WS-20260725-C0-C48112-015,15,0.2436,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-015/frame_00001450_0013.jpg
1450,58.000,WS-20260725-C0-C48112-020,20,0.7850,zones=[]; phone_state=ON_PHONE; work_motion=no repeated reaching hand movement; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001450_0036.jpg
1450,58.000,WS-20260725-C0-C48112-042,42,0.6797,zones=[]; phone_state=NO_PHONE_EVIDENCE; work_motion=pose evidence unavailable; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-042/frame_00001450_0001.jpg
1475,59.000,WS-20260725-C0-C48112-020,20,0.7594,zones=[]; phone_state=ON_PHONE; work_motion=worker wrists were not visible; No activity zones are configured,not_stitched,worker_identity_crops/WS-20260725-C0-C48112-020/frame_00001475_0037.jpg
